,group,기준일자,행정동명,카운트,평균,편차,최소,25%,50%,75%,최대
68,1,2022-06-02,풍덕천1동,391.0,6.051150895140665,3.867344209680156,3.0,3.0,4.0,8.0,24.0
69,1,2022-06-02,풍덕천2동,443.0,5.846501128668171,3.8205096899874915,3.0,4.0,4.0,8.0,24.0
70,1,2022-06-03,구갈동,494.0,5.161943319838056,3.5636901511969654,3.0,3.0,3.0,6.0,22.0
71,1,2022-06-03,구성동,405.0,5.562962962962963,3.9800381996165615,3.0,3.0,4.0,7.0,30.0
72,1,2022-06-03,기흥동,172.0,5.494186046511628,3.546676383417727,3.0,3.0,4.0,6.0,21.0
73,1,2022-06-03,남사읍,202.0,5.455445544554456,2.7154423055793875,3.0,3.0,4.0,7.0,15.0
74,1,2022-06-03,동백1동,344.0,5.633720930232558,4.673555914913508,3.0,3.0,4.0,7.0,55.0
75,1,2022-06-03,동백2동,291.0,5.549828178694158,3.5651703501443026,3.0,3.0,4.0,7.0,20.0
76,1,2022-06-03,동백3동,191.0,6.649214659685864,4.006243405248831,3.0,4.0,5.0,8.0,22.0
77,1,2022-06-03,동부동,114.0,5.798245614035087,3.8378179285127922,3.0,3.0,5.0,7.0,22.0
78,1,2022-06-03,동천동,446.0,7.338565022421525,4.955051146940493,4.0,4.0,5.0,9.0,29.0
79,1,2022-06-03,마북동,348.0,6.172413793103448,4.126129282994185,3.0,4.0,4.0,8.0,25.0
80,1,2022-06-03,모현읍,359.0,5.779944289693593,3.6828212098779383,3.0,3.0,4.0,7.0,22.0
81,1,2022-06-03,백암면,41.0,7.804878048780488,5.849014926443263,3.0,5.0,6.0,10.0,30.0
82,1,2022-06-03,보라동,382.0,5.890052356020942,3.8137003334651407,3.0,3.0,4.0,8.0,24.0
83,1,2022-06-03,보정동,348.0,5.586206896551724,3.645064482418626,3.0,3.0,4.0,8.0,24.0
84,1,2022-06-03,상갈동,152.0,5.796052631578948,4.929084940922348,3.0,3.0,3.0,7.0,37.0
85,1,2022-06-03,상하동,293.0,5.805460750853243,3.8720597606966605,3.0,3.0,4.0,7.0,25.0
86,1,2022-06-03,상현1동,425.0,6.96235294117647,4.863077498096985,3.0,4.0,4.0,9.0,31.0
87,1,2022-06-03,상현2동,334.0,6.494011976047904,3.852961118573288,4.0,4.0,4.0,8.0,24.0
88,1,2022-06-03,서농동,163.0,6.392638036809816,3.7621171850240005,3.0,4.0,5.0,7.0,24.0
89,1,2022-06-03,성복동,456.0,7.831140350877193,5.402074857189219,4.0,5.0,5.0,10.0,34.0
90,1,2022-06-03,신갈동,410.0,5.4609756097560975,3.700219913426311,3.0,3.0,3.0,7.0,28.0
91,1,2022-06-03,신봉동,405.0,5.713580246913581,4.477881645520794,3.0,3.0,4.0,7.0,47.0
92,1,2022-06-03,양지면,232.0,6.767241379310345,4.895192019847717,3.0,3.0,4.0,9.0,29.0
93,1,2022-06-03,역삼동,490.0,5.736734693877551,5.22637615570098,3.0,3.0,4.0,7.0,58.0
94,1,2022-06-03,영덕1동,282.0,5.953900709219858,3.582480457027184,3.0,3.0,5.0,8.0,23.0
95,1,2022-06-03,영덕2동,221.0,5.380090497737557,3.7124314491314454,3.0,3.0,3.0,7.0,24.0
96,1,2022-06-03,원삼면,84.0,9.523809523809524,6.8679036812793095,3.0,4.75,6.5,13.0,32.0
97,1,2022-06-03,유림동,334.0,6.392215568862276,4.426788422454172,3.0,4.0,4.0,8.0,29.0
98,1,2022-06-03,이동읍,194.0,6.211340206185567,4.439772581783956,3.0,3.0,4.0,8.0,20.0
99,1,2022-06-03,죽전1동,509.0,6.593320235756385,4.689747841886121,3.0,4.0,4.0,8.0,42.0
100,1,2022-06-03,죽전2동,241.0,6.141078838174274,3.6521701992913718,3.0,4.0,4.0,8.0,20.0
101,1,2022-06-03,중앙동,245.0,6.03265306122449,4.256980177015255,3.0,3.0,4.0,8.0,24.0
102,1,2022-06-03,포곡읍,310.0,6.003225806451613,4.041450592773621,3.0,3.0,4.0,7.75,23.0
103,1,2022-06-03,풍덕천1동,372.0,5.951612903225806,3.8772016725108496,3.0,3.0,4.0,7.0,22.0
104,1,2022-06-03,풍덕천2동,464.0,5.674568965517241,3.6058088226099683,3.0,3.0,4.0,7.0,24.0
105,1,2022-06-04,구갈동,438.0,5.002283105022831,3.291691821860443,3.0,3.0,3.0,6.75,20.0
106,1,2022-06-04,구성동,357.0,5.7478991596638656,3.9460230742054985,3.0,3.0,4.0,7.0,34.0
107,1,2022-06-04,기흥동,151.0,5.47682119205298,3.4714731495165805,3.0,3.0,4.0,7.0,23.0
108,1,2022-06-04,남사읍,175.0,5.3428571428571425,2.764126279436226,3.0,3.0,4.0,7.0,17.0
109,1,2022-06-04,동백1동,312.0,5.403846153846154,5.148944069507615,3.0,3.0,3.0,7.0,74.0
110,1,2022-06-04,동백2동,249.0,5.337349397590361,3.3826303533297546,3.0,3.0,4.0,7.0,20.0
111,1,2022-06-04,동백3동,173.0,6.734104046242774,4.962515764210898,3.0,4.0,4.0,8.0,38.0
112,1,2022-06-04,동부동,99.0,5.878787878787879,3.7992285126430803,3.0,3.0,4.0,7.5,20.0
113,1,2022-06-04,동천동,402.0,7.154228855721393,4.487288172105108,4.0,4.0,5.0,9.0,27.0
114,1,2022-06-04,마북동,322.0,5.8478260869565215,3.472878216961681,3.0,4.0,4.0,8.0,21.0
115,1,2022-06-04,모현읍,310.0,5.787096774193548,3.9658527844281553,3.0,3.0,4.0,7.0,19.0
116,1,2022-06-04,백암면,28.0,8.5,6.968181653455624,3.0,5.0,6.0,10.5,38.0
117,1,2022-06-04,보라동,329.0,5.875379939209727,3.8902201398254643,3.0,3.0,4.0,8.0,21.0
118,1,2022-06-04,보정동,287.0,5.571428571428571,3.3304516348249367,3.0,4.0,4.0,8.0,24.0
119,1,2022-06-04,상갈동,161.0,5.012422360248447,3.5425760006663083,3.0,3.0,3.0,6.0,22.0
120,1,2022-06-04,상하동,300.0,5.32,3.7547205517061695,3.0,3.0,3.0,7.0,25.0
121,1,2022-06-04,상현1동,360.0,6.455555555555556,4.265978937145566,3.0,4.0,4.0,9.0,34.0
122,1,2022-06-04,상현2동,273.0,7.032967032967033,4.504370139711748,4.0,4.0,4.0,8.0,26.0
123,1,2022-06-04,서농동,160.0,6.08125,3.2889597579338328,3.0,4.0,5.0,7.0,17.0
124,1,2022-06-04,성복동,408.0,7.9411764705882355,5.0846853538978,4.0,5.0,5.0,10.0,32.0
125,1,2022-06-04,신갈동,377.0,5.342175066312997,3.268506806764523,3.0,3.0,3.0,7.0,19.0
126,1,2022-06-04,신봉동,351.0,5.866096866096866,3.9128749214088296,3.0,3.0,4.0,7.0,34.0
127,1,2022-06-04,양지면,183.0,6.3224043715847,4.161557547385422,3.0,4.0,4.0,8.0,29.0
128,1,2022-06-04,역삼동,442.0,5.608597285067873,3.5645289958379474,3.0,3.0,4.0,8.0,24.0
129,1,2022-06-04,영덕1동,253.0,5.798418972332016,3.030741545534541,3.0,3.0,5.0,8.0,17.0
130,1,2022-06-04,영덕2동,234.0,5.269230769230769,3.1514275405097805,3.0,3.0,3.0,7.0,17.0
131,1,2022-06-04,원삼면,77.0,8.506493506493506,6.038524080355748,3.0,4.0,5.0,13.0,28.0
132,1,2022-06-04,유림동,282.0,6.361702127659575,3.99426028720177,3.0,4.0,4.0,8.0,21.0
133,1,2022-06-04,이동읍,180.0,6.116666666666666,4.0531041969439805,3.0,3.0,4.0,8.0,21.0
134,1,2022-06-04,죽전1동,407.0,6.542997542997543,4.479014434331464,3.0,4.0,4.0,8.0,33.0
135,1,2022-06-04,죽전2동,190.0,6.242105263157895,3.5162985272551,3.0,4.0,4.0,8.0,20.0
136,1,2022-06-04,중앙동,234.0,6.034188034188034,4.150457080018428,3.0,3.0,4.0,8.0,24.0
137,1,2022-06-04,포곡읍,320.0,6.06875,4.350075666837306,3.0,3.0,4.0,8.0,46.0
138,1,2022-06-04,풍덕천1동,336.0,6.0,3.720054565480089,3.0,3.0,4.0,8.0,24.0
139,1,2022-06-04,풍덕천2동,391.0,5.634271099744246,3.278015647114384,3.0,4.0,4.0,8.0,24.0
140,1,2022-06-05,구갈동,432.0,5.143518518518518,3.6478076726112634,3.0,3.0,3.0,6.0,22.0
141,1,2022-06-05,구성동,340.0,6.208823529411765,4.2876558528092135,3.0,3.0,4.0,8.0,24.0
142,1,2022-06-05,기흥동,137.0,5.8321167883211675,3.805122984535016,3.0,3.0,4.0,8.0,18.0
143,1,2022-06-05,남사읍,140.0,5.864285714285714,3.3591081256480044,3.0,4.0,4.0,7.0,19.0
144,1,2022-06-05,동백1동,289.0,6.0,7.460544365005963,3.0,3.0,3.0,7.0,111.0
145,1,2022-06-05,동백2동,244.0,5.622950819672131,3.8550439811157506,3.0,3.0,4.0,7.0,29.0
146,1,2022-06-05,동백3동,176.0,7.181818181818182,5.627575889280427,3.0,4.0,5.0,8.0,44.0
147,1,2022-06-05,동부동,81.0,5.950617283950617,3.7043934542914756,3.0,3.0,5.0,8.0,20.0
148,1,2022-06-05,동천동,344.0,7.718023255813954,5.293058399273192,4.0,4.0,5.0,9.0,34.0
149,1,2022-06-05,마북동,295.0,6.159322033898305,4.204594128295445,3.0,4.0,4.0,8.0,28.0
150,1,2022-06-05,모현읍,285.0,6.101754385964912,3.968205115775869,3.0,3.0,4.0,7.0,22.0
151,1,2022-06-05,백암면,27.0,7.814814814814815,7.125452952064154,3.0,4.0,6.0,7.0,36.0
152,1,2022-06-05,보라동,327.0,6.247706422018348,4.33098969257935,3.0,3.0,4.0,8.0,26.0
153,1,2022-06-05,보정동,279.0,5.727598566308243,3.8754426486742655,3.0,4.0,4.0,8.0,39.0
154,1,2022-06-05,상갈동,135.0,5.674074074074074,4.5199881614387785,3.0,3.0,3.0,7.0,29.0
155,1,2022-06-05,상하동,291.0,5.621993127147766,3.8535336421247295,3.0,3.0,3.0,7.0,21.0
156,1,2022-06-05,상현1동,346.0,6.598265895953757,4.325575762811125,3.0,4.0,4.0,9.0,30.0
157,1,2022-06-05,상현2동,264.0,7.34469696969697,4.70402811600744,4.0,4.0,4.0,9.0,25.0
158,1,2022-06-05,서농동,139.0,6.561151079136691,3.7321849448435622,3.0,4.0,5.0,7.5,23.0
159,1,2022-06-05,성복동,411.0,7.7250608272506085,5.313565674687559,4.0,5.0,5.0,10.0,33.0
160,1,2022-06-05,신갈동,344.0,5.4273255813953485,3.7112166046581847,3.0,3.0,4.0,7.0,24.0
161,1,2022-06-05,신봉동,324.0,6.209876543209877,5.114699388029807,3.0,3.0,4.0,8.0,51.0
162,1,2022-06-05,양지면,190.0,5.794736842105263,3.8096193597039645,3.0,3.0,4.0,7.75,29.0
163,1,2022-06-05,역삼동,430.0,6.065116279069767,4.340457675207824,3.0,3.0,4.0,8.0,24.0
164,1,2022-06-05,영덕1동,209.0,5.698564593301436,3.399667382894577,3.0,3.0,5.0,7.0,19.0
165,1,2022-06-05,영덕2동,215.0,5.572093023255814,4.066407033184275,3.0,3.0,3.0,7.0,32.0
166,1,2022-06-05,원삼면,73.0,8.753424657534246,6.529379802770552,3.0,4.0,6.0,10.0,32.0
167,1,2022-06-05,유림동,253.0,6.91699604743083,4.649311656252831,3.0,4.0,4.0,8.0,25.0
168,1,2022-06-05,이동읍,162.0,5.679012345679013,3.538000138667761,3.0,3.0,4.0,7.0,21.0
169,1,2022-06-05,죽전1동,406.0,6.982758620689655,4.899201071261915,3.0,4.0,4.0,9.0,37.0
170,1,2022-06-05,죽전2동,208.0,6.538461538461538,4.578722216799157,3.0,4.0,4.0,8.0,27.0
171,1,2022-06-05,중앙동,200.0,6.57,4.653317830770949,3.0,3.0,4.0,8.0,24.0
172,1,2022-06-05,포곡읍,288.0,6.836805555555555,5.161952018857445,3.0,3.0,4.0,9.0,46.0
173,1,2022-06-05,풍덕천1동,348.0,6.183908045977011,4.01518367661281,3.0,3.0,4.0,8.0,24.0
174,1,2022-06-05,풍덕천2동,366.0,5.969945355191257,4.244793555141744,3.0,3.0,4.0,8.0,27.0
175,1,2022-06-06,구갈동,371.0,5.0161725067385445,3.3092429790641424,3.0,3.0,3.0,6.0,21.0
176,1,2022-06-06,구성동,293.0,6.129692832764505,4.410864417019091,3.0,3.0,4.0,8.0,26.0
177,1,2022-06-06,기흥동,110.0,6.372727272727273,4.287509255151625,3.0,3.0,5.0,9.0,27.0
178,1,2022-06-06,남사읍,135.0,5.711111111111111,2.856954506940278,3.0,4.0,4.0,7.0,16.0
179,1,2022-06-06,동백1동,246.0,5.719512195121951,4.799509473857364,3.0,3.0,3.0,7.0,55.0
180,1,2022-06-06,동백2동,190.0,5.505263157894737,3.1818722125412826,3.0,3.0,4.0,7.0,18.0
181,1,2022-06-06,동백3동,158.0,6.791139240506329,4.364088828762466,3.0,4.0,5.0,8.0,25.0
182,1,2022-06-06,동부동,42.0,5.428571428571429,3.1479211657068586,3.0,3.0,4.0,6.5,15.0
183,1,2022-06-06,동천동,303.0,7.561056105610561,5.218605425739425,4.0,4.0,5.0,10.0,33.0
184,1,2022-06-06,마북동,257.0,6.171206225680934,4.014848867636376,3.0,4.0,4.0,8.0,22.0
185,1,2022-06-06,모현읍,263.0,5.756653992395437,3.719366407256058,3.0,3.0,4.0,7.0,21.0
186,1,2022-06-06,백암면,31.0,7.67741935483871,4.735589345753378,3.0,5.0,6.0,10.0,24.0
187,1,2022-06-06,보라동,269.0,5.929368029739777,4.340738120981758,3.0,3.0,4.0,7.0,25.0
188,1,2022-06-06,보정동,247.0,5.578947368421052,3.6135531498979443,3.0,4.0,4.0,7.0,24.0
189,1,2022-06-06,상갈동,116.0,5.603448275862069,4.047284243184241,3.0,3.0,3.0,7.0,26.0
190,1,2022-06-06,상하동,240.0,5.470833333333333,3.8647618606957432,3.0,3.0,3.0,7.0,24.0
191,1,2022-06-06,상현1동,301.0,7.043189368770764,4.895044616141913,3.0,4.0,4.0,9.0,30.0
192,1,2022-06-06,상현2동,216.0,6.532407407407407,4.220532947801706,4.0,4.0,4.0,8.0,25.0
193,1,2022-06-06,서농동,127.0,6.346456692913386,3.5887344737538904,3.0,4.0,5.0,7.5,21.0
194,1,2022-06-06,성복동,331.0,8.196374622356496,5.288705990999388,4.0,5.0,5.0,10.0,37.0
195,1,2022-06-06,신갈동,287.0,5.871080139372823,3.8803025822632526,3.0,3.0,4.0,7.5,24.0
196,1,2022-06-06,신봉동,273.0,6.410256410256411,5.11343791988156,3.0,3.0,4.0,8.0,47.0
197,1,2022-06-06,양지면,141.0,5.76595744680851,3.8445477123404266,3.0,4.0,4.0,7.0,22.0
198,1,2022-06-06,역삼동,356.0,5.50561797752809,3.6063280705226033,3.0,3.0,4.0,7.0,22.0
199,1,2022-06-06,영덕1동,191.0,5.209424083769633,2.837366307213726,3.0,3.0,5.0,6.0,17.0
200,1,2022-06-06,영덕2동,191.0,5.680628272251309,3.84674730991709,3.0,3.0,3.0,7.0,25.0
201,1,2022-06-06,원삼면,61.0,8.01639344262295,6.029073459160726,3.0,4.0,5.0,10.0,32.0
202,1,2022-06-06,유림동,202.0,6.163366336633663,4.449612264896332,3.0,4.0,4.0,8.0,29.0
203,1,2022-06-06,이동읍,138.0,6.268115942028985,3.9991602313238706,3.0,3.0,5.0,8.0,22.0
204,1,2022-06-06,죽전1동,390.0,6.243589743589744,3.8432857937498643,3.0,4.0,4.0,8.0,33.0
205,1,2022-06-06,죽전2동,157.0,6.3949044585987265,4.075816674155763,3.0,4.0,4.0,8.0,22.0
206,1,2022-06-06,중앙동,155.0,6.232258064516129,4.294090404323449,3.0,3.0,4.0,8.0,20.0
207,1,2022-06-06,포곡읍,225.0,6.16,5.894246589441509,3.0,3.0,4.0,7.0,69.0
208,1,2022-06-06,풍덕천1동,295.0,5.813559322033898,3.7429051990334887,3.0,3.0,4.0,7.0,22.0
209,1,2022-06-06,풍덕천2동,304.0,5.552631578947368,3.84482760635166,3.0,3.0,4.0,7.0,24.0
210,1,2022-06-07,구갈동,498.0,5.128514056224899,3.4313547431067897,3.0,3.0,3.0,6.0,22.0
211,1,2022-06-07,구성동,396.0,5.805555555555555,4.272972989803389,3.0,3.0,4.0,7.0,30.0
212,1,2022-06-07,기흥동,151.0,5.079470198675497,2.978865956048704,3.0,3.0,4.0,6.5,19.0
213,1,2022-06-07,남사읍,183.0,5.683060109289618,2.9235849271121492,3.0,3.0,4.0,7.0,18.0
214,1,2022-06-07,동백1동,322.0,5.509316770186335,3.798865238704351,3.0,3.0,3.0,7.0,22.0
215,1,2022-06-07,동백2동,245.0,5.2326530612244895,3.415093532256212,3.0,3.0,4.0,6.0,25.0
216,1,2022-06-07,동백3동,174.0,7.011494252873563,4.620873107382765,3.0,4.0,5.0,8.0,28.0
217,1,2022-06-07,동부동,95.0,6.126315789473685,4.005958607786809,3.0,3.0,5.0,8.0,22.0
218,1,2022-06-07,동천동,430.0,7.6465116279069765,5.110496937195631,4.0,4.0,5.0,10.0,34.0
219,1,2022-06-07,마북동,332.0,6.253012048192771,4.29527492374461,3.0,4.0,4.0,8.0,29.0
220,1,2022-06-07,모현읍,329.0,5.279635258358662,3.3587679017427576,3.0,3.0,3.0,7.0,21.0
221,1,2022-06-07,백암면,39.0,6.487179487179487,4.070896673964406,3.0,3.5,6.0,7.0,20.0
222,1,2022-06-07,보라동,371.0,5.695417789757412,3.9832698133645237,3.0,3.0,4.0,7.0,26.0
223,1,2022-06-07,보정동,343.0,5.871720116618076,3.950111289101871,3.0,4.0,4.0,8.0,26.0
224,1,2022-06-07,상갈동,157.0,5.980891719745223,3.9863088407821166,3.0,3.0,4.0,7.0,23.0
225,1,2022-06-07,상하동,283.0,5.477031802120141,3.9024454538483475,3.0,3.0,3.0,7.0,28.0
226,1,2022-06-07,상현1동,384.0,6.411458333333333,4.668373001796134,3.0,4.0,4.0,8.0,29.0
227,1,2022-06-07,상현2동,300.0,6.866666666666666,4.556103872522325,4.0,4.0,4.0,8.0,34.0
228,1,2022-06-07,서농동,165.0,5.824242424242424,2.997868175789043,3.0,3.0,5.0,7.0,21.0
229,1,2022-06-07,성복동,436.0,7.6192660550458715,6.117019438943146,4.0,4.0,5.0,10.0,66.0
230,1,2022-06-07,신갈동,362.0,5.55524861878453,3.6854866314871724,3.0,3.0,3.5,7.0,21.0
231,1,2022-06-07,신봉동,419.0,6.190930787589499,5.597916037607004,3.0,3.0,4.0,8.0,77.0
232,1,2022-06-07,양지면,205.0,5.878048780487805,3.950646025299741,3.0,3.0,4.0,7.0,24.0
233,1,2022-06-07,역삼동,460.0,5.739130434782608,4.7432317683433975,3.0,3.0,4.0,7.0,58.0
234,1,2022-06-07,영덕1동,249.0,5.216867469879518,3.145842851202475,3.0,3.0,3.0,6.0,19.0
235,1,2022-06-07,영덕2동,236.0,5.453389830508475,3.7030678989733334,3.0,3.0,3.0,7.0,29.0
236,1,2022-06-07,원삼면,80.0,8.0,6.48074069840786,3.0,4.0,6.0,10.0,39.0
237,1,2022-06-07,유림동,312.0,6.019230769230769,4.1078251008428435,3.0,4.0,4.0,8.0,25.0
238,1,2022-06-07,이동읍,167.0,5.712574850299402,3.245203683078288,3.0,3.0,4.0,7.0,17.0
239,1,2022-06-07,죽전1동,502.0,6.599601593625498,4.879898873399759,3.0,4.0,4.0,8.0,42.0
240,1,2022-06-07,죽전2동,210.0,6.266666666666667,4.017346756271805,3.0,4.0,4.0,8.0,25.0
241,1,2022-06-07,중앙동,210.0,6.133333333333334,4.206549158321059,3.0,3.0,4.0,8.0,29.0
242,1,2022-06-07,포곡읍,294.0,5.758503401360544,4.609625535973573,3.0,3.0,4.0,7.0,46.0
243,1,2022-06-07,풍덕천1동,367.0,5.931880108991826,4.0614464174700515,3.0,3.0,4.0,7.0,23.0
244,1,2022-06-07,풍덕천2동,422.0,5.654028436018957,3.39885692384045,3.0,3.0,4.0,8.0,20.0
245,1,2022-06-08,구갈동,487.0,5.404517453798768,3.965206200067895,3.0,3.0,3.0,6.0,30.0
246,1,2022-06-08,구성동,424.0,5.643867924528302,4.06426625371621,3.0,3.0,4.0,7.0,24.0
